# Function List for Skullmonkeys (SLES-01090)
# Auto-generated by Ghidra script
#
# Format: address | size | module | submodule | name
#

0x8005B114 |   176 | Game/PLAYER     | callback        | PlayerSetupCallbacksAndSprite
0x8005B1C4 |   272 | Game/PLAYER     | -               | SpawnPlayerColoredParticle
0x8005B2D4 |   252 | Game/PLAYER     | -               | SpawnPlayerDeathEffect
0x8005B3D0 |    68 | Game/PLAYER     | -               | ApplyRandomRGBEffect
0x8005B414 |  1724 | Game/PLAYER     | callback        | PlayerTickCallback
0x8005BAD0 |   148 | Game/PLAYER     | state           | PlayerState_IdleRandom
0x8005BB64 |    28 | Game/PLAYER     | state           | PlayerState_SimpleTick
0x8005BB80 |    44 | Game/PLAYER     | state           | PlayerState_FrameCountTick
0x8005BBAC |    52 | Game/PLAYER     | state           | PlayerState_CooldownTick
0x8005BBE0 |    92 | Game/PLAYER     | state           | PlayerState_FallWithRotation
0x8005BC3C |   292 | Game/PLAYER     | state           | PlayerState_TransitionToPickup
0x8005BD60 |    84 | Game/PLAYER     | state           | PlayerState_QueuedCallbackTimer
0x8005BDB4 |   184 | Game/PLAYER     | state           | PlayerState_UpdateAttachedEntity
0x8005BE6C |   240 | Game/PLAYER     | -               | PlayerEvent_ZoneTriggerHandler
0x8005BF5C |   192 | Game/PLAYER     | -               | PlayerEvent_ZoneTriggerHandlerAlt
0x8005C01C |   100 | Game/PLAYER     | state           | PlayerState_SetAndProcessQueue
0x8005C0A0 |   192 | Game/PLAYER     | -               | PlayerEvent_ZoneTriggerHandlerV2
0x8005C160 |    68 | Game/PLAYER     | state           | PlayerCallback_SetStateAndProcessQueue
0x8005C1C4 |   572 | Game/PLAYER     | -               | PlayerEntityEventHandler
0x8005C400 |  1632 | Game/PLAYER     | collision       | PlayerEntityCollisionHandler
0x8005CA60 |   548 | Game/PLAYER     | -               | PlayerEntityEventHandlerAlt
0x8005CC84 |    92 | Game/PLAYER     | callback        | PlayerCallback_EventHandlerWithQueue
0x8005CCE0 |   488 | Game/PLAYER     | callback        | PlayerCallback_AnimFrameParticleHandler
0x8005CEC8 |    92 | Game/PLAYER     | callback        | PlayerCallback_CollisionHandlerWithQueue
0x8005CF24 |   420 | Game/PLAYER     | callback        | PlayerBounceCallback
0x8005D0C8 |   404 | Game/PLAYER     | callback        | PlayerCallback_TeleporterAnimHandler
0x8005D25C |   424 | Game/PLAYER     | callback        | PlayerCallback_BounceEventHandler
0x8005D404 |  1696 | Game/PLAYER     | callback        | PlayerCallback_DeathDebrisSpawner
0x8005DAA4 |   208 | Game/PLAYER     | callback        | PlayerCallback_ThrowEventHandler
0x8005DB74 |   588 | Game/PLAYER     | state           | PlayerCallback_ThrowSetStateAndSpawn
0x8005DDE0 |   208 | Game/PLAYER     | callback        | PlayerCallback_CheckpointEventHandler
0x8005DEB0 |   672 | Game/PLAYER     | callback        | PlayerCallback_CheckpointSaveAndSpawnHUD
0x8005E170 |   216 | Game/PLAYER     | callback        | PlayerCallback_ProjectileEventHandler
0x8005E248 |   488 | Game/PLAYER     | state           | PlayerCallback_ProjectileSetStateAndSpawn
0x8005E450 |   192 | Game/PLAYER     | callback        | PlayerCallback_BaseEventHandler
0x8005E510 |    68 | Game/PLAYER     | state           | PlayerCallback_SetStateWithQueueProcess
0x8005E574 |   220 | Game/PLAYER     | callback        | PlayerCallback_DeathAnimEventHandler
0x8005E650 |  1040 | Game/PLAYER     | state           | PlayerCallback_DeathAnimSetStateHandler
0x8005EA80 |    44 | Game/PLAYER     | callback        | PlayerCallback_DeathSpawnMenuEntities
0x8005EA8C |    48 | Game/PLAYER     | callback        | PlayerCallback_SetColorBlackAndSpawnMenu
0x8005EADC |   528 | Game/PLAYER     | callback        | PlayerCallback_DeathSpawnMenuEntity
0x8005EF28 |    64 | Game/PLAYER     | callback        | PlayerCallback_AllocAndInitScrollLayer
0x8005F0B8 |    36 | Game/PLAYER     | callback        | PlayerCallback_InitScrollLayerAndAdd
0x8005F25C |    64 | Game/PLAYER     | callback        | PlayerCallback_SpawnTrailParticle
0x8005F29C |   312 | Game/PLAYER     | -               | SpawnPlayerTrailParticle
0x8005F3D4 |    92 | Game/PLAYER     | callback        | PlayerCallback_EventHandlerAltWithQueue
0x8005F430 |   272 | Game/PLAYER     | callback        | PlayerCallback_CollisionDamageSetup
0x8005F540 |   196 | Game/PLAYER     | callback        | PlayerCallback_WalkToRunTransition
0x8005F604 |   144 | Game/PLAYER     | callback        | PlayerCallback_CollisionTrailEntityUpdate
0x8005F694 |   312 | Game/PLAYER     | -               | TryActivatePowerup
0x8005F7CC |   104 | Game/PLAYER     | input           | PlayerPlaySoundOnDirectionInput
0x8005F834 |   740 | Game/PLAYER     | callback        | PlayerCallback_IdleInputHandler
0x8005FB18 |   436 | Game/PLAYER     | callback        | PlayerCallback_WalkInputHandler
0x8005FCCC |    36 | Game/PLAYER     | callback        | PlayerCallback_WalkSpeedCheck
0x8005FCF0 |    44 | Game/PLAYER     | state           | PlayerCallback_SetStateIfNotWalkingLeft
0x8005FD1C |    32 | Game/PLAYER     | state           | PlayerCallback_EntitySetStateProxy
0x8005FD3C |   484 | Game/PLAYER     | callback        | PlayerCallback_WalkInputWithJump
0x8005FF20 |   448 | Game/PLAYER     | callback        | PlayerCallback_WalkInputWithFall
0x800600E0 |   512 | Game/PLAYER     | callback        | PlayerCallback_JumpWallCollisionInput
0x800602E0 |   400 | Game/PLAYER     | callback        | PlayerCallback_JumpInputAndCounters
0x80060470 |   360 | Game/PLAYER     | callback        | PlayerCallback_JumpDirectionAndCounters
0x800605D8 |   376 | Game/PLAYER     | callback        | PlayerCallback_JumpTickHandler
0x80060750 |   104 | Game/PLAYER     | state           | PlayerCallback_SetStateAndUpdateCounters
0x800607B8 |   216 | Game/PLAYER     | callback        | PlayerCallback_JumpCounterUpdate
0x80060890 |   460 | Game/PLAYER     | callback        | PlayerCallback_FallInputHandler
0x80060A5C |   444 | Game/PLAYER     | callback        | PlayerCallback_CrouchClimbInputHandler
0x80060B58 |    16 | Game/PLAYER     | state           | PlayerCallback_SetCrouchState
0x80060C28 |    36 | Game/PLAYER     | state           | PlayerCallback_SetStateSimple
0x80060C9C |   280 | Game/PLAYER     | callback        | PlayerCallback_CrouchClimbTickHandler
0x80060D98 |    16 | Game/PLAYER     | state           | PlayerCallback_SetStateDispatch
0x80060DC4 |    36 | Game/PLAYER     | state           | PlayerCallback_SetStatePassthrough
0x80060E24 |   276 | Game/PLAYER     | callback        | PlayerCallback_DebugCameraInput
0x80060F38 |   176 | Game/PLAYER     | callback        | PlayerCallback_DebugCameraVertical
0x80060FE8 |   408 | Game/PLAYER     | callback        | PlayerCallback_DebugCameraUpdate
0x80061180 |   140 | Game/PLAYER     | -               | ApplyEntityPositionUpdate
0x8006120C |  1368 | Game/PLAYER     | callback        | PlayerCallback_HorizontalWallCollision
0x80061764 |    16 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper3
0x80061854 |    40 | Game/PLAYER     | state           | PlayerCallback_SetStatePassthrough2
0x8006187C |   184 | Game/PLAYER     | callback        | PlayerCallback_VerticalCollisionCheck
0x80061934 |  1880 | Game/PLAYER     | callback        | PlayerCallback_RidingPlatformPhysics
0x8006208C |    16 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper1
0x8006209C |   552 | Game/PLAYER     | -               | PlayerRidingPlatformUpdate
0x800622C4 |    12 | Game/PLAYER     | callback        | PlayerCallback_ScaleBoundsWrapper
0x800622D0 |     4 | Game/PLAYER     | callback        | PlayerCallback_ScaleBoundsAndCollision
0x800622D4 |    24 | Game/PLAYER     | callback        | PlayerCallback_RidingPositionUpdate
0x800622EC |    72 | Game/PLAYER     | callback        | PlayerCallback_ScaleBoundsOffset
0x80062334 |   640 | Game/PLAYER     | callback        | PlayerCallback_ScaleBoundsCore
0x800625B4 |  1312 | Game/PLAYER     | callback        | PlayerCallback_PlatformFollowUpdate
0x80062AD4 |  2100 | Game/PLAYER     | callback        | PlayerCallback_WalkingOnPlatform
0x80063308 |    16 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper2
0x80063650 |    72 | Game/PLAYER     | callback        | PlayerCallback_WalkPlatformFallOff
0x80063698 |   568 | Game/PLAYER     | callback        | PlayerCallback_WalkPlatformBoundsCheck
0x800638D0 |  1640 | Game/PLAYER     | callback        | PlayerCallback_HandleMovementAndCollision
0x80063F38 |    16 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper4
0x80063FDC |    44 | Game/PLAYER     | state           | PlayerCallback_SetStatePassthrough3
0x80064008 |  2532 | Game/PLAYER     | callback        | PlayerCallback_IdleOnPlatform
0x800649EC |    72 | Game/PLAYER     | callback        | PlayerCallback_IdlePlatformOffset
0x80064A34 |   208 | Game/PLAYER     | callback        | PlayerCallback_IdlePlatformBounceCheck
0x80064B04 |    60 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper5
0x80064B40 |  1308 | Game/PLAYER     | callback        | PlayerCallback_WalkingCollisionHandler
0x8006505C |    48 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper6
0x800650C4 |   176 | Game/PLAYER     | callback        | PlayerCallback_FallingPhysicsMain
0x80065174 |   652 | Game/PLAYER     | callback        | PlayerCallback_FallingPhysicsContinue
0x80065400 |    16 | Game/PLAYER     | callback        | PlayerCallback_ProcessBounceWrapper7
0x800655D4 |   936 | Game/PLAYER     | callback        | PlayerCallback_JumpingPhysicsMain
0x8006597C |    48 | Game/PLAYER     | state           | PlayerCallback_SelectWaterEntryState
0x800659CC |    16 | Game/PLAYER     | callback        | PlayerCallback_JumpingBounceHandler
0x80065BB4 |    12 | Game/PLAYER     | callback        | PlayerCallback_JumpingSoundTriggerHandler
0x80065BC0 |   708 | Game/PLAYER     | callback        | PlayerCallback_JumpingSoundTriggerContinue
0x80065E84 |     4 | Game/PLAYER     | callback        | PlayerCallback_FallingHorizontalBounceEntry
0x80065E88 |   440 | Game/PLAYER     | callback        | PlayerCallback_FallingHorizontalBounce
0x80066040 |    12 | Game/PLAYER     | callback        | PlayerCallback_PlatformDismountWrapper
0x8006604C |     4 | Game/PLAYER     | callback        | PlayerCallback_PlatformDismountA
0x80066050 |    20 | Game/PLAYER     | callback        | PlayerCallback_PlatformDismountB
0x80066064 |     8 | Game/PLAYER     | callback        | PlayerCallback_PlatformDismountC
0x8006606C |    80 | Game/PLAYER     | callback        | PlayerCallback_PlatformDismountD
0x800660BC |    12 | Game/PLAYER     | state           | PlayerCallback_SetStateAndCheckLanding
0x800660C8 |   436 | Game/PLAYER     | callback        | PlayerCallback_CheckPlatformLanding
0x8006627C |  1104 | Game/PLAYER     | callback        | PlayerCallback_PlatformLandingPhysics
0x800666CC |   316 | Game/PLAYER     | callback        | PlayerCallback_FallingInputHandler
0x80066808 |    60 | Game/PLAYER     | state           | PlayerCallback_SetStateWrapper
0x80066990 |   660 | Game/PLAYER     | callback        | PlayerCallback_KnockbackPhysics
0x80066C24 |    28 | Game/PLAYER     | state           | PlayerCallback_EntitySetStateWrapper
0x80066C40 |   160 | Game/PLAYER     | callback        | PlayerCallback_SwimmingRisingPhysics
0x80066CE0 |   344 | Game/PLAYER     | state           | PlayerStateCallback_0
0x80066E38 |   296 | Game/PLAYER     | state           | PlayerCallback_SetIdleStateCallbacks
0x80066F60 |   348 | Game/PLAYER     | state           | PlayerState_IdleLookAround
0x800670BC |   568 | Game/PLAYER     | state           | PlayerState_PlayRandomIdleAnimation
0x800672F4 |   120 | Game/PLAYER     | -               | Callback_800672f4
0x8006736C |   352 | Game/PLAYER     | state           | PlayerState_WalkingRight
0x800674CC |   352 | Game/PLAYER     | state           | PlayerState_WalkingLeft
0x8006762C |   364 | Game/PLAYER     | state           | PlayerState_Running
0x80067798 |   316 | Game/PLAYER     | state           | PlayerState_JumpApex
0x800678D4 |   352 | Game/PLAYER     | state           | PlayerState_Falling
0x80067A34 |   348 | Game/PLAYER     | -               | Callback_80067a34
0x80067B90 |   352 | Game/PLAYER     | state           | PlayerSetupIdleState
0x80067CF0 |   312 | Game/PLAYER     | state           | PlayerState_SpecialMove2
0x80067E28 |   360 | Game/PLAYER     | state           | PlayerState_Jump
0x80067F90 |    56 | Game/PLAYER     | -               | Callback_80067f90
0x80067FC8 |   360 | Game/PLAYER     | -               | Callback_80067fc8
0x80068130 |   372 | Game/PLAYER     | -               | Callback_80068130
0x800682A4 |   304 | Game/PLAYER     | -               | Callback_800682a4
0x800683D4 |   320 | Game/PLAYER     | -               | EntityInitCallback_800683d4
0x80068514 |   312 | Game/PLAYER     | -               | EntityInitCallback_80068514
0x8006864C |   576 | Game/PLAYER     | state           | PlayerStateCallback_2
0x8006888C |   384 | Game/PLAYER     | state           | PlayerState_StandingIdle
0x80068A0C |   316 | Game/PLAYER     | state           | PlayerState_SpecialMove1
0x80068B48 |   496 | Game/PLAYER     | state           | PlayerState_PickupItem
0x80068D38 |   584 | Game/PLAYER     | state           | PlayerState_LandingFromRide
0x80068F80 |   600 | Game/PLAYER     | -               | Callback_80068f80
0x800691D8 |    16 | Game/PLAYER     | -               | Callback_800691d8
0x800691E8 |    24 | Game/PLAYER     | -               | Callback_800691e8
0x80069200 |   284 | Game/PLAYER     | -               | Callback_80069200
0x8006931C |   400 | Game/PLAYER     | -               | EntityInitCallback_8006931c
0x800694AC |   340 | Game/PLAYER     | -               | EntityInitCallback_800694ac
0x80069600 |   340 | Game/PLAYER     | -               | EntityInitCallback_80069600
0x80069754 |   356 | Game/PLAYER     | state           | PlayerState_SpecialIdleAnim
0x800698B8 |   388 | Game/PLAYER     | -               | Callback_800698b8
0x80069A3C |   384 | Game/PLAYER     | -               | Callback_80069a3c
0x80069BBC |   384 | Game/PLAYER     | -               | Callback_80069bbc
0x80069D3C |     8 | Game/PLAYER     | -               | Callback_80069d3c
0x80069D44 |   352 | Game/PLAYER     | state           | PlayerSetupDeathState
0x80069EA4 |    80 | Game/PLAYER     | -               | Callback_80069ea4
0x80069EF4 |   452 | Game/PLAYER     | state           | PlayerState_DeathStart
0x8006A0B8 |   348 | Game/PLAYER     | state           | PlayerState_Death
0x8006A214 |   252 | Game/PLAYER     | state           | PlayerState_LevelExitTeleporter
0x8006A310 |   232 | Game/PLAYER     | state           | PlayerStateCallback_1
0x8006A3F8 |   396 | Game/PLAYER     | state           | PlayerState_CheckpointExit
0x8006A584 |   352 | Game/PLAYER     | -               | Callback_8006a584
0x8006A6E4 |   308 | Game/PLAYER     | -               | Callback_8006a6e4
0x8006A818 |   296 | Game/PLAYER     | -               | EntityInitCallback_8006a818
0x8006A940 |   348 | Game/PLAYER     | -               | Callback_8006a940
0x8006AA9C |   348 | Game/PLAYER     | -               | Callback_8006aa9c
0x8006ABF8 |   316 | Game/PLAYER     | -               | Callback_8006abf8
0x8006AD34 |    60 | Game/PLAYER     | callback        | PlayerBounceCallback_Primary
0x8006AD70 |    76 | Game/PLAYER     | -               | Callback_8006ad70
0x8006ADBC |    80 | Game/PLAYER     | -               | Callback_8006adbc
0x8006AE0C |    76 | Game/PLAYER     | state           | PlayerStateCallback_3
0x8006AE58 |    60 | Game/PLAYER     | -               | Callback_8006ae58
0x8006AE94 |    72 | Game/PLAYER     | -               | Callback_8006ae94
0x8006AEDC |    76 | Game/PLAYER     | state           | PlayerState_QuickTurn
0x8006AF28 |    72 | Game/PLAYER     | -               | Callback_8006af28
0x8006AF70 |   876 | Game/PLAYER     | bounce          | PlayerSetupBounceAnimation
0x8006B2DC |    40 | Game/PLAYER     | -               | Callback_8006b2dc
0x8006B304 |   244 | Game/PLAYER     | -               | EntityInitCallback_8006b304
0x8006B3F8 |   252 | Game/PLAYER     | -               | Callback_8006b3f8
0x8006B4F4 |   320 | Game/PLAYER     | state           | PlayerState_DamageKnockback
0x8006B634 |    36 | Game/PLAYER     | -               | Callback_8006b634
0x8006B658 |   416 | Game/PLAYER     | -               | Callback_8006b658
0x8006B7F8 |   380 | Game/PLAYER     | -               | Callback_8006b7f8
0x8006B974 |   656 | Game/PLAYER     | -               | Callback_8006b974
0x8006BC04 |   380 | Game/PLAYER     | -               | Callback_8006bc04
0x8006BD80 |    84 | Game/PLAYER     | -               | Callback_8006bd80
0x8006BDD4 |   344 | Game/PLAYER     | -               | Callback_8006bdd4
0x8006BF2C |   384 | Game/PLAYER     | -               | Callback_8006bf2c
0x8006C0AC |    44 | Game/PLAYER     | -               | Callback_8006c0ac
0x8006C0D8 |   416 | Game/PLAYER     | -               | UniverseEnemaActivate
0x8006C278 |   308 | Game/PLAYER     | -               | UniverseEnemaKillAllEnemies
0x8006C3AC |   360 | Game/PLAYER     | -               | Callback_8006c3ac
0x8006C514 |   340 | Game/PLAYER     | -               | EntityInitCallback_8006c514
0x8006C668 |   356 | Game/PLAYER     | -               | EntityInitCallback_8006c668
0x8006C7CC |    44 | Game/PLAYER     | -               | Callback_8006c7cc
0x8006C7F8 |   356 | Game/PLAYER     | -               | EntityInitCallback_8006c7f8
0x8006C95C |   856 | Game/PLAYER     | -               | Callback_8006c95c
0x8006CCB4 |   460 | Game/PLAYER     | -               | PlayerEnterShrinkZone
0x8006CE80 |   456 | Game/PLAYER     | -               | PlayerExitShrinkZone
0x8006D048 |   552 | Game/PLAYER     | -               | Callback_8006d048
0x8006D270 |   344 | Game/PLAYER     | -               | EntityInitCallback_8006d270
0x8006D3C8 |   384 | Game/PLAYER     | -               | Callback_8006d3c8
0x8006D548 |   384 | Game/PLAYER     | -               | Callback_8006d548
0x8006D6C8 |    92 | Game/PLAYER     | -               | Callback_8006d6c8
0x8006D724 |   492 | Game/PLAYER     | state           | PlayerState_StartSwimming
0x8006D910 |   472 | Game/PLAYER     | -               | HamsterSpriteCallback
0x8006DAE8 |   212 | Game/PLAYER     | -               | InitHUDIconEntity_Alt
0x8006DBBC |   476 | Game/PLAYER     | -               | EntityTick_ShadowMirror
0x8006DD98 |   256 | Game/PLAYER     | -               | InitHUDAnimatedEntity
0x8006DE98 |   240 | Game/PLAYER     | -               | CreateHaloEntity
0x8006DF88 |   128 | Game/PLAYER     | -               | EntityDestructor_FreeResourceAt24
0x8006E008 |   124 | Game/PLAYER     | finn            | FinnSubentityUpdatePositionFromParent
0x8006E098 |    52 | Game/PLAYER     | finn            | FINNRenderCallback_UpdateScreenPosition
0x8006E0D8 |    88 | Game/PLAYER     | finn            | FINNRenderCallback_UpdateScaledPosition
0x8006E14C |   140 | Game/PLAYER     | finn            | FINNCallback_DispatchToStateHandler
0x8006E1D8 |   432 | Game/PLAYER     | -               | CreateYellowBirdEntity
0x8006E388 |  1012 | Game/PLAYER     | -               | EntityTick_FollowPlayerWithInterpolation
0x8006E77C |   308 | Game/PLAYER     | finn            | FinnSubentityFollowWithDistanceCheck
0x8006E8B0 |    44 | Game/PLAYER     | -               | EntityInitCallback_8006e8b0
0x8006E8DC |     8 | Game/PLAYER     | -               | ClearEntityStateFlag
0x8006E8E4 |    16 | Game/PLAYER     | -               | SetEntityStateFlagWithValue
0x8006E8F4 |   108 | Game/PLAYER     | -               | Callback_8006e8f4
0x8006E960 |   172 | Game/PLAYER     | -               | Callback_8006e960
0x8006EA0C |   164 | Game/PLAYER     | -               | Callback_8006ea0c
0x8006EAB0 |   100 | Game/PLAYER     | finn            | FinnSubentityDestroyCallback_Vtable0x80011784
0x8006EB3C |   100 | Game/PLAYER     | finn            | FinnSubentityDestroyCallback_Vtable0x800117c4
0x8006EBA0 |   100 | Game/PLAYER     | finn            | FinnSubentityDestroyCallback_Vtable0x800117e4
0x8006EC60 |   132 | Game/PLAYER     | finn            | FINNCallback_DispatchToEntityHandler
0x8006ED54 |    52 | Game/PLAYER     | finn            | FinnSubentityDestroyCallback_Simple
0x8006ED88 |    48 | Game/PLAYER     | -               | FreeEntitySimple12
0x8006EDB8 |   272 | Game/PLAYER     | -               | CreateGlidePlayerEntity
0x8006EEC8 |   128 | Game/PLAYER     | finn            | FinnEntityDestroyWithSoundCleanup
0x8006EFC8 |   112 | Game/PLAYER     | finn            | FinnMainTickHandler
0x8006F038 |   112 | Game/PLAYER     | -               | EntityInitCallback_8006f038
0x8006F0A8 |   232 | Game/PLAYER     | -               | EntityInitCallback_8006f0a8
0x8006F190 |    52 | Game/PLAYER     | -               | EntityInitCallback_8006f190
0x8006F1C4 |    96 | Game/PLAYER     | finn            | FINNEventHandler_DeathExplosion
0x8006F224 |    44 | Game/PLAYER     | -               | EntityInitCallback_8006f224
0x8006F250 |  2432 | Game/PLAYER     | finn            | FinnVehicleMovementUpdate
0x8006FBD0 |   376 | Game/PLAYER     | finn            | FinnHandleInput
0x8006FD48 |   172 | Game/PLAYER     | finn            | FinnUpdateRotationSprite
0x8006FDF4 |   160 | Game/PLAYER     | -               | Callback_8006fdf4
0x8006FE94 |   464 | Game/PLAYER     | finn            | FinnDeathExplosion
0x80070064 |    48 | Game/PLAYER     | -               | EntityInitCallback_80070064
0x80070094 |    68 | Game/PLAYER     | -               | Callback_80070094
0x800700D8 |    80 | Game/PLAYER     | -               | IsTileTypeSolidOrHazard
0x80070128 |   748 | Game/PLAYER     | finn            | FinnCheckTriggerZones
0x80070414 |   220 | Game/PLAYER     | -               | SpawnAngledProjectile
0x80070514 |    52 | Game/PLAYER     | -               | EntityDestructor_Simple13
0x80070548 |    48 | Game/PLAYER     | -               | FreeEntitySimple13
0x80070578 |   164 | Game/PLAYER     | finn            | InitEntity_FinnSpawnCountdown
0x8007061C |   116 | Game/PLAYER     | finn            | FinnSpawnCountdownTickCallback
0x80070690 |    92 | Game/PLAYER     | finn            | FinnExitMoveRightTickCallback
0x800706EC |   280 | Game/PLAYER     | finn            | InitEntity_FinnScaledSprite
0x80070804 |    76 | Game/PLAYER     | -               | EntityInitCallback_80070804
0x80070850 |  1304 | Game/PLAYER     | -               | EntityInitCallback_80070850
0x80070D68 |   624 | Game/PLAYER     | -               | CreateSoarPlayerEntity
0x80070FD8 |   112 | Game/PLAYER     | -               | EntityDestructor_WithSPUVoiceStopAt10c
0x80071048 |   480 | Game/GAMELOOP   | -               | CalcEntityYFromTileCollision
0x80071228 |   460 | Game/GAMELOOP   | -               | CheckEntityNearTileY
0x800713F4 |   364 | Game/GAMELOOP   | -               | EntityInitCallback_800713f4
0x80071560 |   400 | Game/GAMELOOP   | -               | PlatformEntityOnCollision
0x800716F0 |    92 | Game/GAMELOOP   | -               | EntityInitCallback_800716f0
0x8007174C |    44 | Game/GAMELOOP   | -               | EntityInitCallback_8007174c
0x800717A0 |   656 | Game/GAMELOOP   | -               | PlatformEntityTickMoving
0x80071A30 |   164 | Game/GAMELOOP   | -               | EntityInitCallback_80071a30
0x80071AD4 |   572 | Game/GAMELOOP   | -               | EntityInitCallback_80071ad4
0x80071D10 |    24 | Game/GAMELOOP   | -               | EntityInitCallback_80071d10
0x80071E2C |    88 | Game/GAMELOOP   | -               | EntityInitCallback_80071e2c
0x80071E84 |     4 | Game/GAMELOOP   | -               | EntityInitCallback_80071e84
0x80071E88 |    16 | Game/GAMELOOP   | -               | EntityInitCallback_80071e88
0x80071FBC |    20 | Game/GAMELOOP   | -               | EntityInitCallback_80071fbc
0x80071FD0 |     8 | Game/GAMELOOP   | -               | EntityInitCallback_80071fd0
0x80071FD8 |    76 | Game/GAMELOOP   | -               | EntityInitCallback_80071fd8
0x80072024 |    48 | Game/GAMELOOP   | -               | EntityInitCallback_80072024
0x80072054 |   112 | Game/GAMELOOP   | -               | EntityInitCallback_80072054
0x800720C4 |   552 | Game/GAMELOOP   | -               | PlatformEntityProcessInput
0x800722EC |   988 | Game/GAMELOOP   | -               | PlatformEntityCheckTriggerZones
0x800726C8 |   236 | Game/GAMELOOP   | -               | EntityInitCallback_800726c8
0x800727B4 |    56 | Game/GAMELOOP   | -               | Callback_800727b4
0x800727EC |   252 | Game/GAMELOOP   | -               | Callback_800727ec
0x800728E8 |   240 | Game/GAMELOOP   | -               | Callback_800728e8
0x800729D8 |   192 | Game/GAMELOOP   | -               | Callback_800729d8
0x80072A98 |   264 | Game/GAMELOOP   | -               | Callback_80072a98
0x80072BA0 |   268 | Game/GAMELOOP   | -               | EntityInitCallback_80072ba0
0x80072CAC |    60 | Game/GAMELOOP   | -               | Callback_80072cac
0x80072CE8 |   248 | Game/GAMELOOP   | -               | Callback_80072ce8
0x80072DE0 |   484 | Game/GAMELOOP   | -               | RunnEntityDamageEffect
0x80072FC4 |    88 | Game/GAMELOOP   | -               | Callback_80072fc4
0x8007301C |   220 | Game/GAMELOOP   | -               | Callback_8007301c
0x800730F8 |   216 | Game/GAMELOOP   | -               | EntityInitCallback_800730f8
0x800731FC |   100 | Game/GAMELOOP   | -               | RunnDestroyCallback_Vtable0x80011d54
0x80073260 |   100 | Game/GAMELOOP   | -               | RunnDestroyCallback_Vtable0x80011d74
0x800732D4 |    52 | Game/GAMELOOP   | -               | RunnDestroyCallback_Simple
0x80073308 |    48 | Game/GAMELOOP   | -               | FreeEntitySimple14
0x80073338 |   452 | Game/GAMELOOP   | -               | InitScaledSpriteEntity
0x800734FC |  1080 | Game/GAMELOOP   | -               | BossCollision_SpawnDebrisAndLayers
0x80073934 |   220 | Game/GAMELOOP   | -               | CreateRunnPlayerEntity
0x80073A10 |   120 | Game/GAMELOOP   | -               | EntityDestructor_WithSPUStopAndFree
0x80073A88 |    64 | Game/GAMELOOP   | -               | EntityTick_ScaledSpriteWithSound
0x80073AC8 |    52 | Game/GAMELOOP   | -               | RunnEventHandler_TouchTrigger
0x80073AFC |    96 | Game/GAMELOOP   | -               | RunnEventHandler_TriggerWithCallback
0x80073B5C |    44 | Game/GAMELOOP   | -               | RunnEventHandler_QueueProcess
0x80073B88 |   352 | Game/GAMELOOP   | -               | RunnVerticalMovementUpdate
0x80073CE8 |   164 | Game/GAMELOOP   | -               | ScaledSpriteEntityTick
0x80073D8C |    84 | Game/GAMELOOP   | -               | RunnSetIdleState
0x80073EDC |   272 | Game/GAMELOOP   | -               | RunnSetActiveState
0x80073FEC |    40 | Game/GAMELOOP   | -               | RunnAnimationEndCallback
0x80074024 |   104 | Game/GAMELOOP   | -               | DestroyEntityWithFlags
0x8007409C |    52 | Game/GAMELOOP   | -               | FinnDestroyCallback_Simple
0x800740D0 |    48 | Game/GAMELOOP   | -               | FreeEntitySimple15
0x80074100 |   344 | Game/GAMELOOP   | -               | CreateFinnPlayerEntity
0x80074258 |   112 | Game/GAMELOOP   | -               | FinnDestroyWithSoundCleanup
0x800742C8 |    96 | Game/GAMELOOP   | -               | FinnMainTickCallback
0x80074328 |   172 | Game/GAMELOOP   | -               | FINN_CollisionHandler
0x800743D4 |   208 | Game/GAMELOOP   | -               | FinnCollisionEventHandler
0x800744A4 |   332 | Game/GAMELOOP   | -               | FinnCollisionEventHandler_Alt
0x800745F0 |  1104 | Game/GAMELOOP   | -               | FinnDamageEventHandler
0x80074A40 |   276 | Game/GAMELOOP   | -               | FINN_ApplyHorizontalVelocity
0x80074B54 |   160 | Game/GAMELOOP   | -               | FinnStateIdle
0x80074BF4 |   144 | Game/GAMELOOP   | -               | FinnState_Spawn
0x80074C84 |   148 | Game/GAMELOOP   | -               | FinnSetTurnState
0x80074DB0 |   264 | Game/GAMELOOP   | -               | FinnSetActiveState
0x80074EB8 |    88 | Game/GAMELOOP   | -               | FinnAnimationEndCallback
0x80074F34 |    52 | Game/GAMELOOP   | -               | FinnDestroyCallback_Vtable0x80011e34
0x80074F68 |    48 | Game/GAMELOOP   | -               | FreeEntitySimple16
0x80074F98 |   180 | Game/GAMELOOP   | menu            | InitMenuCursorEntity
0x8007504C |    84 | Game/GAMELOOP   | -               | TimerEntityTick
0x800750A0 |    44 | Game/GAMELOOP   | menu            | MenuEntityCallback
